rfid,subid,name,long,lat,area,perim,bleach,blchyn,year
19109,A,Fairey Reef (No 1),148.94,-19.54,0.00072599,0.112281619,5,0,1998
19109,B,Fairey Reef (No 2),148.93,-19.56,0.000196418,0.080595894,5,0,1998
19110,S,Rattray Reef,148.56,-20,1.15E-05,0.02223916,2,1,1998
19128,S,Line Reef,149.19,-19.69,0.001877536,0.331208924,5,0,1998
19129,S,U/N Reef,149.31,-19.75,8.48E-05,0.036284477,5,0,1998
19131,S,U/N Reef,149.37,-19.76,0.000399524,0.120984859,5,0,1998
19132,S,U/N Reef,149.4,-19.76,6.57E-06,0.011247181,5,0,1998
19133,S,Sinker Reef,149.2,-19.72,2.17E-05,0.018893537,5,0,1998
19134,S,Circular Quay Reef,149.49,-19.75,0.011773165,0.547701376,5,0,1998
19135,S,Hardy Reef,149.23,-19.76,0.003728158,0.314866578,5,0,1998
19136,A,Hook Reef,149.2,-19.8,0.004870702,0.461927395,4,1,1998
19136,B,Barb Reef,149.12,-19.82,0.00013853,0.048699294,4,1,1998
19137,S,Bait Reef,149.07,-19.81,0.000452395,0.085831602,4,1,1998
19197,S,Ross Reef,149.58,-19.88,0.001097135,0.141932291,5,0,1998
19205,A,Tideway Reef (No 1),149.72,-20.01,0.001499437,0.156513534,5,0,1998
19980,S,NA,148.61,-20.1,NA,NA,1,1,1998
20001,S,U/N Reef,148.27,-20.01,2.87E-05,0.037133268,1,1,1998
20002,S,North Head Reef,148.27,-20.02,9.06E-06,0.016175443,1,1,1998
20004,S,Stone Reef,148.28,-20.04,0.0001306,0.105319108,1,1,1998
20010,S,Black Currant-Manta Ray Reef,148.49,-20.08,0.000287643,0.181332547,2,1,1998
20010,S,Black Currant-Manta Ray Reef,148.49,-20.08,0.000287643,0.181332547,1,1,1998
20010,S,Black Currant-Manta Ray Reef,148.49,-20.08,0.000287643,0.181332547,3,1,1998
20012,S,Eshelby Reef,148.62,-20.02,1.42E-05,0.016249878,2,1,1998
20014,S,Hayman Island Reef,148.89,-20.07,0.000280368,0.091708665,2,1,1998
20014,S,Hayman Island Reef,148.89,-20.07,0.000280368,0.091708665,2,1,1998
20014,S,Hayman Island Reef,148.89,-20.07,0.000280368,0.091708665,2,1,1998
20015,S,NA,148.54,-20.07,NA,NA,1,1,1998
20015,S,NA,148.54,-20.07,NA,NA,2,1,1998
20021,S,Olden Reef,148.57,-20.11,3.18E-05,0.028126148,3,1,1998
20022,S,Armit Island Reef,148.65,-20.11,3.09E-05,0.030370477,2,1,1998
20022,S,Armit Island Reef,148.65,-20.11,3.09E-05,0.030370477,2,1,1998
20027,S,U/N Reef,148.61,-20.13,2.19E-05,0.024253954,1,1,1998
20028,G,Hook Island Reef (No 7),148.93,-20.07,8.89E-05,0.081701394,2,1,1998
20028,H,Hook Island Reef (No 8),148.95,-20.07,1.90E-05,0.021769709,2,1,1998
20028,S,NA,148.96,-20.08,NA,NA,4,1,1998
20028,S,NA,148.96,-20.07,NA,NA,3,1,1998
20030,S,Grassy Reef,148.61,-20.15,4.50E-05,0.032111501,2,1,1998
20033,S,North Molle Reef,148.81,-20.22,2.14E-05,0.022620175,5,0,1998
20034,S,Mid Molle Reef,148.83,-20.25,1.68E-05,0.035601291,5,0,1998
20035,S,Daydream Reef,148.81,-20.26,2.57E-05,0.030870861,5,0,1998
20042,S,South Molle Reef,148.84,-20.26,5.17E-05,0.040888366,5,0,1998
20053,S,Henning Reef,148.93,-20.32,6.11E-05,0.07358341,5,0,1998
20058,S,Dent Reef,148.93,-20.34,0.000139932,0.113472814,5,0,1998
20059,A,NA,148.97,-20.34,NA,NA,5,0,1998
20059,B,NA,148.96,-20.36,NA,NA,5,0,1998
20059,S,U/N Reef,148.96,-20.37,5.40E-06,0.013781132,5,0,1998
20067,A,Border Island Reef (No 1),149.03,-20.17,0.000105763,0.061168062,4,1,1998
20067,C,Border Island Reef (No 3),149.03,-20.16,2.80E-05,0.022307035,3,1,1998
20068,S,Dumbell Reef,149.01,-20.17,1.02E-05,0.013531173,4,1,1998
20069,S,Petrel Reef,149.11,-20.2,5.99E-06,0.013043627,2,1,1998
20071,S,Ireby Reef,149.15,-20.23,9.54E-06,0.02044922,3,1,1998
20072,S,Sillago Reef,149.16,-20.24,1.05E-05,0.022440323,5,0,1998
20074,S,Harold Reef,149.15,-20.24,2.83E-05,0.022185754,5,0,1998
20075,S,Edward Island Reef,149.18,-20.25,3.48E-05,0.073706756,5,0,1998
20078,E,Haslewood Island Reef (No 5),149.1,-20.28,0.000203565,0.086981652,5,0,1998
20078,F,Lupton Reef,149.11,-20.28,2.63E-05,0.031564281,5,0,1998
20078,G,Cashell Reef,149.11,-20.26,3.80E-05,0.025807155,5,0,1998
20081,S,Nicolson Reef,149.1,-20.31,1.75E-05,0.037369257,5,0,1998
20089,S,Deloraine Reef,149.07,-20.16,4.82E-05,0.040166215,4,1,1998
20093,S,Comston Reef,149.1,-20.46,2.18E-05,0.020401177,5,0,1998
20095,B,NA,149.05,-20.48,NA,NA,5,0,1998
20095,C,NA,149.03,-20.44,NA,NA,5,0,1998
20099,S,Little Lindeman Reef,149.03,-20.42,2.85E-05,0.028073231,5,0,1998
20101,S,NA,149.06,-20.48,NA,NA,5,0,1998
20102,A,Shaw Island Reef (No 1),149.08,-20.43,3.83E-05,0.042148066,5,0,1998
20102,B,Shaw Island Reef (No 2),149.08,-20.46,2.04E-05,0.016888721,5,0,1998
20102,D,Shaw Island Reef (No 4),149.05,-20.51,0.000471808,0.184974534,5,0,1998
20102,D,Shaw Island Reef (No 4),149.05,-20.51,0.000471808,0.184974534,5,0,1998
20112,S,Edgell Reefs (No 5),149.94,-20.13,0.00112493,0.209111986,5,0,1998
20128,S,Edgell Reefs (No 4),150.01,-20.12,0.001586397,0.320609113,5,0,1998
20129,S,Henderson Reefs,150.08,-20.19,0.007880965,0.700195058,5,0,1998
20134,S,Hunt Reef,150.1,-20.3,0.00281414,0.272075771,5,0,1998
20135,S,Robertson Reefs (No 1),150.13,-20.34,0.000584595,0.094846753,5,0,1998
20136,S,Robertson Reefs (No 2),150.07,-20.35,0.000431057,0.087802184,5,0,1998
20137,S,Robertson Reefs (No 3),150.1,-20.35,0.000258024,0.064037511,5,0,1998
20138,S,Bax Reef,150.2,-20.35,0.004831311,0.334979479,5,0,1998
20142,S,U/N Reef,150.24,-20.4,0.000151281,0.047850945,5,0,1998
20143,S,U/N Reef,150.24,-20.45,7.60E-05,0.038689188,5,0,1998
20146,S,Boulton Reef,150.29,-20.47,0.001607079,0.189476131,5,0,1998
20234,S,Thomas Reef,149.11,-20.54,0.000173979,0.090658894,5,0,1998
20234,S,Thomas Reef,149.11,-20.54,0.000173979,0.090658894,5,0,1998
20237,A,Goldsmith Island Reef (No 1),149.16,-20.67,6.78E-05,0.059463852,5,0,1998
20237,B,Goldsmith Island Reef (No 2),149.14,-20.69,6.82E-05,0.046479133,5,0,1998
20239,S,Pincer Reef,149.1,-20.68,8.16E-06,0.017358525,3,1,1998
20241,S,Anchorsmith Reef,149.07,-20.62,1.39E-05,0.03001945,2,1,1998
20246,S,Hammer Reef,149.05,-20.64,3.76E-05,0.080025989,3,1,1998
20247,S,Ladysmith Reef,149.08,-20.65,4.04E-05,0.088643583,4,1,1998
20248,S,Locksmith Reef,149.15,-20.66,5.76E-06,0.011284053,4,1,1998
20254,S,Tinsmith Reef,149.2,-20.7,6.11E-05,0.069575769,4,1,1998
20255,S,Solder Reef,149.21,-20.7,7.52E-06,0.018772475,3,1,1998
20262,B,Wigton Island Reef (No 2),149.48,-20.74,2.22E-05,0.020274515,4,1,1998
20263,S,Silloth Reef,149.43,-20.77,6.12E-05,0.047143147,4,1,1998
20266,S,Mayport Reef,149.28,-20.76,8.76E-06,0.01860675,2,1,1998
20269,S,Cockermouth Reef,149.39,-20.78,0.000162621,0.082732676,4,1,1998
20270,A,Carlisle Reef,149.28,-20.8,0.000201472,0.106847017,3,1,1998
20270,B,Brampton Reef,149.27,-20.82,0.000278486,0.156028511,3,1,1998
20277,A,Keswick Island Reef (No 1),149.39,-20.91,5.11E-05,0.032576547,4,1,1998
20279,A,St Bees Island Reef (No 1),149.44,-20.91,3.03E-05,0.026895657,4,1,1998
20279,B,St Bees Island Reef (No 2),149.43,-20.93,3.69E-05,0.027957992,5,0,1998
20287,S,Credlin Reefs (East),149.95,-20.54,0.000914605,0.111456294,5,0,1998
20288,S,Credlin Reefs (West),149.93,-20.56,0.000351185,0.069830716,5,0,1998
20289,S,Calder Reef,149.61,-20.77,5.81E-05,0.123204542,4,1,1998
20290,S,Scawfell Reef,149.6,-20.87,0.000164096,0.351358006,5,0,1998
20291,S,Three Rocks Reef,149.74,-20.95,1.34E-05,0.039658147,5,0,1998
20292,S,Derwent Reef,149.78,-20.99,4.52E-05,0.099020717,5,0,1998
20294,S,(Little) Stevens Reef,150.05,-20.57,0.002894768,0.250669821,5,0,1998
20295,S,(Big) Stevens Reef,150.13,-20.57,0.004037547,0.281633485,5,0,1998
20296,S,Liff Reef,150.24,-20.52,0.0002255,0.054972295,5,0,1998
20297,S,Creal Reef,150.38,-20.54,9.18E-05,0.039182221,5,0,1998
20298,S,Warland Reef,150.38,-20.6,0.000790589,0.227644053,5,0,1998
20299,C,Southampton Reef,150.46,-20.65,0.001773289,0.264375468,5,0,1998
20299,C,Briggs Reef (No 3),150.46,-20.65,1.95E-06,0.005372966,5,0,1998
20301,A,Cole Reefs (No2),150.23,-20.68,0.000492937,0.091220885,5,0,1998
20301,B,Cole Reefs (No3),150.29,-20.66,0.000471605,0.084724216,5,0,1998
20302,S,Cole Reefs (No1),150.18,-20.7,0.000300748,0.073685757,5,0,1998
20304,S,McIntyre Reef,150.47,-20.72,0.000342148,0.078005006,5,0,1998
20309,S,Tern Reef,150.03,-20.91,0.00019512,0.078038559,4,1,1998
20310,S,Bushy-Redbill Reef,150.08,-20.96,0.000728437,0.120323382,5,0,1998
20351,A,Pompey Reef (No 1),150.54,-20.94,0.001183974,0.149630271,5,0,1998
20351,B,Pompey Reef (No 2),150.53,-20.98,0.000939521,0.140085405,5,0,1998
20352,S,U/N Reef,150.66,-20.95,0.001440318,0.145341399,5,0,1998
20369,S,NA,151.02,-20.75,NA,NA,5,0,1998
20371,S,U/N Reef,151.09,-20.81,0.000754976,0.161487763,5,0,1998
20374,S,U/N Reef,151.16,-20.8,0.00696615,0.586820843,5,0,1998
20378,A,U/N Reef,151.25,-20.87,0.0010058,0.16995676,5,0,1998
20378,B,U/N Reef,151.24,-20.93,0.001177485,0.198574443,5,0,1998
20382,S,U/N Reef,151.3,-20.86,0.000674846,0.309899563,5,0,1998
20382,S,U/N Reef,151.3,-20.86,0.003359267,0.287400658,5,0,1998
20382,S,U/N Reef,151.3,-20.86,0.000192591,0.072307721,5,0,1998
20385,S,U/N Reef,151.32,-20.94,0.00256176,0.295711602,5,0,1998
20387,S,U/N Reef,151.25,-20.97,0.000270012,0.063872077,5,0,1998
20388,A,U/N Reef,151.36,-20.96,0.00029693,0.087866028,5,0,1998
20389,S,U/N Reef,151.4,-20.97,0.008992537,0.580513013,5,0,1998
21025,S,Penrith Reef,149.9,-21.02,0.000356805,0.173338538,5,0,1998
21026,S,Bailey Reef,149.55,-21.03,1.32E-05,0.028219069,4,1,1998
21031,S,Prudhoe Island Reef,149.69,-21.33,8.99E-05,0.195039994,2,1,1998
21034,S,Double Island Reef,149.83,-21.37,5.83E-05,0.123647749,2,1,1998
21037,S,Renou Reef,149.82,-21.43,8.56E-06,0.018161754,2,1,1998
21039,S,Knight Reef,149.71,-21.45,5.76E-05,0.122598905,2,1,1998
21040,S,Minster Reef,149.83,-21.44,3.98E-05,0.086578772,1,1,1998
21044,S,Beverlac Reef,149.87,-21.46,2.12E-05,0.045159348,1,1,1998
21045,S,Hull Reef,149.88,-21.47,2.96E-05,0.064078473,2,1,1998
21048,S,Henderson Reef,149.91,-21.48,2.52E-05,0.053405468,1,1,1998
21050,S,Noel Reef,149.88,-21.49,4.98E-05,0.105281544,1,1,1998
21052,S,Digby Reef,149.91,-21.5,5.23E-05,0.11120822,1,1,1998
21053,S,Sandpiper Reef,150.08,-21.03,9.07E-05,0.039360571,5,0,1998
21054,S,Prince Reef,150.26,-21.07,4.33E-05,0.024361799,5,0,1998
21056,A,U/N Reef,150.51,-21.05,7.40E-05,0.033958295,5,0,1998
21056,B,U/N Reef,150.45,-21.08,0.003198902,0.275918902,5,0,1998
21057,S,U/N Reef,150.48,-21.13,0.00365021,0.247408563,5,0,1998
21059,S,Hotspur Islets Reef,149.26,-21.48,8.24E-05,0.168632402,2,1,1998
21063,S,U/N Reef,150.92,-21.03,7.47E-05,0.038680238,5,0,1998
21091,S,U/N Reef,151.56,-21.04,7.02E-05,0.040048813,5,0,1998
21109,S,U/N Reef,151.08,-21.13,7.62E-05,0.07101099,5,0,1998
21115,S,U/N Reef,151.04,-21.17,0.000340126,0.165548149,5,0,1998
21116,S,U/N Reef,151.01,-21.21,6.36E-05,0.03714243,5,0,1998
21124,S,U/N Reef,151.13,-21.26,0.000254935,0.107887456,5,0,1998
21128,S,Storm Reef,151.17,-21.32,0.003821176,0.294165343,5,0,1998
21130,S,U/N Reef,151.28,-21.34,0.002155783,0.195097427,5,0,1998
21131,S,U/N Reef,151.37,-21.37,0.001233447,0.148124309,5,0,1998
21132,S,U/N Reef,151.33,-21.4,0.001265201,0.146136294,5,0,1998
21133,S,U/N Reef,151.25,-21.38,0.000179782,0.138228115,5,0,1998
21134,S,U/N Reef,151.28,-21.39,0.000152018,0.05122764,5,0,1998
21136,S,U/N Reef,151.42,-21.39,4.79E-05,0.029989166,5,0,1998
21137,S,U/N Reef,151.42,-21.4,0.000123093,0.04158339,5,0,1998
21138,S,U/N Reef,151.42,-21.43,5.72E-05,0.032794225,5,0,1998
21144,S,U/N Reef,151.58,-21.05,0.000284013,0.088432847,5,0,1998
21146,S,U/N Reef,151.65,-21.08,0.000323035,0.093271593,5,0,1998
21147,S,U/N Reef,151.67,-21.07,0.00092855,0.147033108,5,0,1998
21148,S,U/N Reef,151.69,-21.09,0.000773052,0.162152977,5,0,1998
21149,S,U/N Reef,151.72,-21.1,0.000785922,0.113929614,5,0,1998
21150,S,U/N Reef,151.74,-21.11,0.000220952,0.062488938,5,0,1998
21151,S,U/N Reef,151.76,-21.12,0.000470344,0.09141571,5,0,1998
21152,S,U/N Reef,151.77,-21.12,0.000173917,0.061537989,5,0,1998
21157,S,U/N Reef,151.76,-21.15,0.00068277,0.167776692,5,0,1998
21158,S,U/N Reef,151.78,-21.16,0.000501059,0.140706955,5,0,1998
21159,S,U/N Reef,151.8,-21.17,0.000353402,0.095186717,5,0,1998
21161,S,U/N Reef,151.82,-21.19,0.000365464,0.078110464,5,0,1998
21165,S,U/N Reef,151.83,-21.2,9.21E-05,0.036649276,5,0,1998
21166,S,Twin Cays Reef (North),151.99,-21.21,8.45E-06,0.015828273,5,0,1998
21168,S,Twin Cays Reef (South),151.99,-21.23,4.10E-05,0.032753722,5,0,1998
21172,S,Riptide Reef,151.85,-21.24,8.02E-05,0.041824153,5,0,1998
21198,S,U/N Reef,152.21,-21.05,0.00016893,0.053449967,5,0,1998
21199,S,U/N Reef,152.19,-21.07,8.99E-06,0.012346883,5,0,1998
21200,S,U/N Reef,152.23,-21.07,0.00022938,0.0673115,5,0,1998
21201,S,U/N Reef,152.46,-21.07,2.47E-05,0.022453592,5,0,1998
21203,S,U/N Reef,152.24,-21.09,5.17E-05,0.030359415,5,0,1998
21204,S,U/N Reef,152.28,-21.09,5.37E-05,0.034091899,5,0,1998
21205,S,U/N Reef,152.5,-21.09,5.04E-05,0.028740683,5,0,1998
21206,S,U/N Reef,152.49,-21.1,6.71E-05,0.04324548,5,0,1998
21207,S,U/N Reef,152.14,-21.09,3.96E-05,0.037065352,5,0,1998
21208,S,U/N Reef,152.17,-21.1,1.76E-05,0.026836356,5,0,1998
21209,S,U/N Reef,152.26,-21.1,0.00010863,0.049390951,5,0,1998
21210,S,U/N Reef,152.31,-21.11,1.29E-05,0.01324493,5,0,1998
21211,S,U/N Reef,152.35,-21.1,4.85E-05,0.036351081,5,0,1998
21212,S,U/N Reef,152.16,-21.1,1.64E-05,0.021919358,5,0,1998
21213,S,U/N Reef,152.2,-21.1,4.79E-05,0.026835804,5,0,1998
21214,S,NA,152.08,-21.11,NA,NA,5,0,1998
21215,S,U/N Reef,152.32,-21.12,3.38E-05,0.030012454,5,0,1998
21216,S,U/N Reef,152.39,-21.12,8.84E-06,0.011118043,5,0,1998
21217,S,U/N Reef,152.47,-21.13,3.49E-05,0.023073143,5,0,1998
21218,S,U/N Reef,152.49,-21.14,3.08E-05,0.021906903,5,0,1998
21219,S,U/N Reef,152.19,-21.14,4.16E-05,0.026842302,5,0,1998
21222,S,U/N Reef,152.31,-21.16,3.24E-05,0.024645021,5,0,1998
21225,S,U/N Reef,152.1,-21.2,3.86E-05,0.025039219,5,0,1998
21235,S,Lavers Reef,152.01,-21.22,0.000265352,0.129121004,5,0,1998
21238,S,U/N Reef,152.5,-21.23,0.000760574,0.230060056,5,0,1998
21246,S,U/N Reef,152.49,-21.32,1.69E-05,0.023442599,5,0,1998
21252,S,U/N Reef,152.25,-21.35,2.28E-05,0.020638622,5,0,1998
21256,S,U/N Reef,152.48,-21.36,0.000611573,0.122598135,5,0,1998
21263,S,U/N Reef,152.49,-21.42,0.000301839,0.076258152,5,0,1998
21283,S,U/N Reef,152.5,-21.14,3.52E-05,0.029068276,5,0,1998
21286,S,U/N Reef,152.52,-21.18,0.000265465,0.066356878,5,0,1998
21290,S,U/N Reef,152.52,-21.2,0.000350772,0.077014356,5,0,1998
21297,S,U/N Reef,152.52,-21.36,0.000289305,0.095042683,5,0,1998
21299,S,U/N Reef,152.53,-21.38,0.000492431,0.092165057,5,0,1998
21300,S,NA,152.51,-21.4,NA,NA,5,0,1998
21303,S,U/N Reef,152.52,-21.47,0.000113298,0.049703761,5,0,1998
21305,S,East Cay Reef,152.56,-21.49,0.000504163,0.099240844,5,0,1998
21334,S,Curlew Reef,149.78,-21.61,4.91E-05,0.042514303,3,1,1998
21386,S,Pine Peak Reef,150.26,-21.52,4.51E-05,0.028485586,3,1,1998
21387,S,Sphinx Reef,150.15,-21.53,3.25E-05,0.068745045,2,1,1998
21393,S,NA,150.32,-21.66,NA,NA,2,1,1998
21397,S,Normanby Reef,150.22,-21.65,8.66E-06,0.012063869,2,1,1998
21399,S,East Spur Reef,150.29,-21.69,3.99E-05,0.026034575,3,1,1998
21401,S,Howard Islet Reef,150.32,-21.73,2.57E-05,0.020237597,1,1,1998
21414,A,Bamborough Island Reef (No 1),150.1,-21.93,0.000193507,0.087936703,2,1,1998
21415,S,Jeffreys Rocks Reef,150.23,-21.92,1.56E-05,0.018782085,2,1,1998
21418,A,Hunter Island Reef (No 1),150.13,-21.95,0.000220581,0.102134669,1,1,1998
21422,S,Black Rock Reef,150.17,-21.99,2.95E-06,0.011817566,2,1,1998
21423,B,Marble Reef,150.19,-21.98,6.68E-05,0.041903835,1,1,1998
21428,S,High Peak Reef,150.68,-21.96,8.70E-05,0.186267771,3,1,1998
21558,S,U/N Reef,152.54,-21.56,0.000561629,0.110685657,5,0,1998
21559,S,U/N Reef,152.53,-21.58,0.000316294,0.079192918,5,0,1998
21560,S,U/N Reef,152.54,-21.67,0.000375912,0.073456837,5,0,1998
21565,S,Bills Reef,152.59,-21.79,0.000751249,0.122672118,5,0,1998
21566,S,Blu-Lion Reef,152.63,-21.83,0.000509588,0.090023059,5,0,1998
21570,S,Triangle Reef,152.64,-21.85,0.000185698,0.054602484,5,0,1998
21575,S,Heart Reef,152.66,-21.9,0.000152543,0.045193936,5,0,1998
21579,S,Hill Reef,152.67,-21.91,9.35E-05,0.036053896,5,0,1998
21582,S,Beacon Reef,152.68,-21.94,0.000116542,0.041865045,5,0,1998
21586,S,Follett Reef,152.7,-21.97,0.000209531,0.055221023,5,0,1998
22030,S,Shields Reef,150.38,-22.01,3.62E-05,0.027772844,1,1,1998
22032,S,Hexham Reef,150.37,-22.02,4.93E-05,0.105145677,2,1,1998
22039,S,Table Reef,150.3,-22.03,8.70E-06,0.012090606,2,1,1998
22041,S,North Rock Reef,150.36,-22.18,8.75E-07,0.005155182,2,1,1998
22052,S,Collins Reef,150.31,-22.23,0.000509837,0.200802858,2,1,1998
22061,S,Sun Reef,150.24,-22.31,6.64E-06,0.014247005,2,1,1998
22070,S,Rothbury Reef,150.65,-22.03,4.63E-05,0.03640355,2,1,1998
22072,S,Leake Rock Reef,150.67,-22.08,8.70E-07,0.005131769,2,1,1998
22103,S,Half Moon Reef,152.73,-22.01,0.000271574,0.063796434,5,0,1998
22106,S,U/N Reef,152.74,-22.06,0.000119658,0.04116927,5,0,1998
22116,S,Hook Reef,152.74,-22.1,0.000334389,0.07915186,5,0,1998
22121,S,Sinker Reef,152.74,-22.12,9.29E-05,0.046372202,5,0,1998
22124,S,Taiwan Reef,152.76,-22.15,0.000287525,0.065809535,5,0,1998
22131,S,Sunray Reef,152.76,-22.19,0.000111694,0.04951095,5,0,1998
22133,S,Sandshoe Reef,152.75,-22.21,0.000376069,0.115888821,5,0,1998
22140,S,Sweetlip Reef,152.73,-22.27,0.001801277,0.230074813,5,0,1998
22142,S,U/N Reef,152.73,-22.3,5.74E-05,0.035609525,5,0,1998
22143,S,U/N Reef,152.72,-22.33,0.000566679,0.111761924,5,0,1998
22145,S,Hixson Cay Reef,152.73,-22.35,8.03E-05,0.054209917,5,0,1998
22147,A,U/N Reef,152.69,-22.36,0.000319767,0.115788121,5,0,1998
22147,B,South Hixson Reef,152.72,-22.36,0.000158569,0.058782871,5,0,1998
23001,S,Conical Rocks Reef,150.88,-23.04,5.05E-05,0.031110926,2,1,1998
23002,S,Corroboree Reef,150.88,-23.05,9.83E-05,0.053416772,1,1,1998
23003,S,NA,151.77,-23.98,NA,NA,1,1,1998
23004,B,North Keppel Island Reef (No 2),150.89,-23.08,0.000116198,0.065113127,1,1,1998
23006,S,Square Rocks Reef,150.88,-23.1,3.37E-05,0.020957794,1,1,1998
23007,S,Sloping Reef,150.9,-23.1,2.09E-05,0.027391646,1,1,1998
23009,S,Miall Reef,150.9,-23.15,7.21E-05,0.043163832,1,1,1998
23010,S,Middle Island Reef,150.91,-23.17,5.91E-05,0.041671789,1,1,1998
23012,A,Great Keppel Island Reef (No 1),150.96,-23.16,8.02E-05,0.052341334,1,1,1998
23012,B,Great Keppel Island Reef (No 2),150.97,-23.15,7.76E-05,0.051231238,1,1,1998
23012,C,Great Keppel Island Reef (No 3),150.99,-23.17,0.000129728,0.059036545,1,1,1998
23012,D,Great Keppel Island Reef (No 4),150.96,-23.19,6.73E-05,0.055993572,1,1,1998
23014,S,Halfway Island Reef,150.97,-23.2,1.09E-05,0.01699988,1,1,1998
23016,S,Humpy Reef,150.97,-23.21,1.80E-05,0.023692476,1,1,1998
23030,S,The Child Reef,151.08,-23.16,9.25E-06,0.019821831,1,1,1998
23031,S,NA,151.07,-23.16,NA,NA,1,1,1998
23033,S,NA,151.1,-23.2,NA,NA,2,1,1998
23036,S,Hummocky Reef,151.15,-23.4,5.22E-05,0.11235658,2,1,1998
23037,S,Ship Reef,151.18,-23.41,3.22E-06,0.012245987,1,1,1998
23038,S,Fairway Rock Reef,151.17,-23.42,2.46E-06,0.010747927,2,1,1998
23052,S,Heron Reef,151.96,-23.45,0.003465342,0.337194839,4,1,1998
23053,S,Wistari Reef,151.88,-23.47,0.002487632,0.224550357,3,1,1998
23054,S,Sykes Reef,152.03,-23.44,0.001472964,0.178047493,2,1,1998
23055,S,One Tree Reef,152.06,-23.5,0.00144896,0.204410748,3,1,1998
23055,S,One Tree Reef,152.06,-23.5,0.00144896,0.204410748,4,1,1998
23056,S,Rundle Reef,151.27,-23.54,0.000278953,0.085615265,1,1,1998
23059,D,Curtis Island Reef (No 4),151.31,-23.75,0.000141366,0.076028856,2,1,1998
23063,S,NA,151.37,-23.8,NA,NA,1,1,1998
23066,S,Curtis Rock Reef,151.47,-23.94,3.80E-06,0.008654033,1,1,1998
23067,S,NA,151.48,-23.96,NA,NA,1,1,1998
23068,S,Erskine Reef,151.77,-23.5,0.000224458,0.075733799,2,1,1998
23069,S,Mast Head Reef,151.74,-23.54,0.001192023,0.187848546,2,1,1998
23071,S,Polmaise Reef,151.68,-23.56,0.000710199,0.119364319,2,1,1998
23073,S,Ethel Rock Reef,151.63,-23.97,8.86E-07,0.005179913,1,1,1998
23074,C,U/N Reef,151.66,-23.98,2.78E-05,0.023637595,2,1,1998
23075,S,Outer Rock Reef,151.77,-23.98,8.88E-07,0.005181741,2,1,1998
23076,S,Lamont Reef,152.04,-23.6,0.000292035,0.10119333,3,1,1998
23078,S,Llwellyn Reef,152.18,-23.7,0.001153348,0.153331737,2,1,1998
23078,S,Llwellyn Reef,152.18,-23.7,0.001153348,0.153331737,4,1,1998
23079,S,Boult Reef,152.27,-23.76,0.000552571,0.097241994,5,0,1998
23080,S,Hoskyn Islands Reef,152.29,-23.81,0.000227643,0.080136932,5,0,1998
23081,S,Fairfax Islands Reef,152.37,-23.86,0.000374602,0.109729247,5,0,1998
23082,S,Lady Musgrave Reef,152.41,-23.91,0.000967579,0.140572827,3,1,1998
23082,S,Lady Musgrave Reef,152.41,-23.91,0.000967579,0.140572827,5,0,1998
24002,S,Jansen Reef,151.72,-24.01,8.86E-07,0.005191498,1,1,1998
24003,S,U/N Reef,151.73,-24.01,9.51E-05,0.043786193,2,1,1998
24004,S,Middle Rocks Reef,151.78,-24,8.88E-07,0.005195063,2,1,1998
24008,S,Lady Elliot Island Reef,152.72,-24.11,7.05E-05,0.060482353,3,1,1998
NA,S,NA,148.28,-19.98,NA,NA,1,1,1998
NA,S,NA,151.23,-23.49,NA,NA,2,1,1998
NA,S,NA,143.5,-12.45,NA,NA,4,1,1998
NA,S,NA,143.53,-12.53,NA,NA,4,1,1998
NA,S,NA,147.83,-19.73,NA,NA,1,1,1998
NA,S,NA,147.93,-19.88,NA,NA,1,1,1998
NA,S,NA,148.65,-20.2,NA,NA,2,1,1998
NA,S,NA,149.13,-20.47,NA,NA,5,0,1998
NA,S,NA,143.33,-12.32,NA,NA,4,1,1998
NA,S,NA,143.42,-12.3,NA,NA,4,1,1998
NA,S,NA,143.5,-12.42,NA,NA,4,1,1998
NA,S,NA,143.43,-12.48,NA,NA,4,1,1998
NA,S,NA,147.02,-19.18,NA,NA,2,1,1998
NA,S,NA,146.57,-19.03,NA,NA,1,1,1998
NA,S,NA,145.7,-16.4,NA,NA,3,1,1998
NA,S,NA,146.61,-19.03,NA,NA,1,1,1998
NA,S,NA,145.7,-14.68,NA,NA,5,0,1998
NA,S,NA,145.68,-16.3,NA,NA,4,1,1998
NA,S,NA,145.8,-16.47,NA,NA,5,0,1998
NA,S,NA,145.72,-14.8,NA,NA,5,0,1998
10327,S,South Ledge,142.7335463,-10.70344684,0.002727001,0.278056603,5,0,2002
10336,S,Wyborn Reef,142.7657091,-10.81978098,0.000972495,0.145008076,5,0,2002
10341,S,Shortland Reef,142.7767961,-10.89838417,0.000192766,0.072425473,5,0,2002
11001,S,Arnold Reef,142.9874005,-11.00806883,5.12E-05,0.043238892,4,1,2002
11009,S,Bushy Island Reef,142.8739128,-11.25631445,0.000154685,0.066145435,5,0,2002
11010,S,Cairncross Islets Reef,142.9282915,-11.24851066,0.000161662,0.10284335,5,0,2002
11013,S,Halfway Islet Reef,142.966343,-11.38401627,5.64E-05,0.032777189,5,0,2002
11025,S,U/N Reef,143.0921766,-11.07072324,0.001105041,0.126555468,5,0,2002
11026,S,Sinclair Reef,143.0254258,-11.11352193,0.000148707,0.068202472,5,0,2002
