symbol,date,price
Dol_Sum,Jul 2013,11.223506
Dol_Sum,Aug 2013,10.417808
Dol_Sum,Sep 2013,9.909567
Dol_Sum,Oct 2013,10.38166
Dol_Sum,Nov 2013,8.806351
Dol_Sum,Dec 2013,8.911212
Dol_Sum,Jan 2014,9.233383
Dol_Sum,Feb 2014,9.327045
Dol_Sum,Mar 2014,9.186647
Dol_Sum,Apr 2014,9.400451
Dol_Sum,May 2014,11.049348
Dol_Sum,Jun 2014,11.156715
Dol_Sum,Jul 2014,11.73884
Dol_Sum,Aug 2014,11.317806
Dol_Sum,Sep 2014,11.21305
Dol_Sum,Oct 2014,10.52458
Dol_Sum,Nov 2014,10.205831
Dol_Sum,Dec 2014,9.98655
Dol_Sum,Jan 2015,9.830951
Dol_Sum,Feb 2015,9.809628
Dol_Sum,Mar 2015,9.793947
Dol_Sum,Apr 2015,10.400207
Dol_Sum,May 2015,11.344104
Dol_Sum,Jun 2015,11.664203
Dol_Sum,Jul 2015,11.657128
Dol_Sum,Aug 2015,10.968528
Dol_Sum,Sep 2015,11.197444
Dol_Sum,Oct 2015,10.718921
Dol_Sum,Nov 2015,10.772818
Dol_Sum,Dec 2015,9.835671
GDP_sum,Jan 1990,26.97326523
GDP_sum,Feb 1990,25.25000029
GDP_sum,Mar 1990,28.70727746
GDP_sum,Apr 1990,28.46437597
GDP_sum,May 1990,30.68943362
GDP_sum,Jun 1990,29.24223204
GDP_sum,Jul 1990,29.01262365
GDP_sum,Aug 1990,27.83108502
GDP_sum,Sep 1990,26.7672478
GDP_sum,Oct 1990,28.50137163
GDP_sum,Nov 1990,26.81849275
GDP_sum,Dec 1990,27.03635543
GDP_sum,Jan 1991,25.88091602
GDP_sum,Feb 1991,26.84410336
GDP_sum,Mar 1991,26.06513412
GDP_sum,Apr 1991,26.89819528
GDP_sum,May 1991,28.1351872
GDP_sum,Jun 1991,28.45548522
GDP_sum,Jul 1991,28.64893775
GDP_sum,Aug 1991,29.87508849
GDP_sum,Sep 1991,27.97818741
GDP_sum,Oct 1991,27.49121405
GDP_sum,Nov 1991,28.21251562
GDP_sum,Dec 1991,26.80132295
GDP_sum,Jan 1992,25.40714367
GDP_sum,Feb 1992,27.02362219
GDP_sum,Mar 1992,26.37504599
GDP_sum,Apr 1992,27.06179547
GDP_sum,May 1992,28.73903958
GDP_sum,Jun 1992,28.93248489
GDP_sum,Jul 1992,27.94888022
GDP_sum,Aug 1992,25.97528567
GDP_sum,Sep 1992,26.65618229
GDP_sum,Oct 1992,26.60200326
GDP_sum,Nov 1992,26.47877582
GDP_sum,Dec 1992,26.67769337
GDP_sum,Jan 1993,23.33528914
GDP_sum,Feb 1993,24.29247139
GDP_sum,Mar 1993,24.75710515
GDP_sum,Apr 1993,27.1356157
GDP_sum,May 1993,25.33977214
GDP_sum,Jun 1993,27.76671788
GDP_sum,Jul 1993,28.4286217
GDP_sum,Aug 1993,28.37572372
GDP_sum,Sep 1993,26.07726286
GDP_sum,Oct 1993,25.60197556
GDP_sum,Nov 1993,25.42445767
GDP_sum,Dec 1993,23.73109575
GDP_sum,Jan 1994,22.66312132
GDP_sum,Feb 1994,23.6694555
GDP_sum,Mar 1994,23.61310562
GDP_sum,Apr 1994,25.64607907
GDP_sum,May 1994,26.09288764
GDP_sum,Jun 1994,27.07156758
GDP_sum,Jul 1994,27.71800436
GDP_sum,Aug 1994,26.74264362
GDP_sum,Sep 1994,26.30262151
GDP_sum,Oct 1994,25.61938975
GDP_sum,Nov 1994,26.71275356
GDP_sum,Dec 1994,25.86315466
GDP_sum,Jan 1995,22.90719462
GDP_sum,Feb 1995,23.60596149
GDP_sum,Mar 1995,25.5908686
GDP_sum,Apr 1995,24.14586914
GDP_sum,May 1995,25.85828781
GDP_sum,Jun 1995,25.39352423
GDP_sum,Jul 1995,26.20777009
GDP_sum,Aug 1995,25.88227602
GDP_sum,Sep 1995,24.23940973
GDP_sum,Oct 1995,26.27104125
GDP_sum,Nov 1995,25.22144126
GDP_sum,Dec 1995,22.86193167
GDP_sum,Jan 1996,23.32677786
GDP_sum,Feb 1996,23.0989211
GDP_sum,Mar 1996,23.17113475
GDP_sum,Apr 1996,21.99580762
GDP_sum,May 1996,24.18530773
GDP_sum,Jun 1996,24.36367416
GDP_sum,Jul 1996,23.66955386
GDP_sum,Aug 1996,25.01722425
GDP_sum,Sep 1996,22.69569503
GDP_sum,Oct 1996,24.00864916
GDP_sum,Nov 1996,22.13134375
GDP_sum,Dec 1996,21.73741187
GDP_sum,Jan 1997,20.7899696
GDP_sum,Feb 1997,20.04265666
GDP_sum,Mar 1997,20.52580008
GDP_sum,Apr 1997,20.63471922
GDP_sum,May 1997,22.12886112
GDP_sum,Jun 1997,20.79980448
GDP_sum,Jul 1997,22.76742462
GDP_sum,Aug 1997,22.23323367
GDP_sum,Sep 1997,20.82869315
GDP_sum,Oct 1997,21.12281989
GDP_sum,Nov 1997,20.61676542
GDP_sum,Dec 1997,20.75736195
GDP_sum,Jan 1998,20.22168857
GDP_sum,Feb 1998,19.34766902
GDP_sum,Mar 1998,20.2630674
GDP_sum,Apr 1998,20.35368726
GDP_sum,May 1998,21.2612135
GDP_sum,Jun 1998,20.73608818
GDP_sum,Jul 1998,20.77222024
GDP_sum,Aug 1998,21.35779055
GDP_sum,Sep 1998,20.00307454
GDP_sum,Oct 1998,20.92647404
GDP_sum,Nov 1998,20.03980192
GDP_sum,Dec 1998,19.67899332
GDP_sum,Jan 1999,18.36590739
GDP_sum,Feb 1999,18.32566558
GDP_sum,Mar 1999,19.21762463
GDP_sum,Apr 1999,18.7887489
GDP_sum,May 1999,18.62871329
GDP_sum,Jun 1999,19.64544362
GDP_sum,Jul 1999,19.76341334
GDP_sum,Aug 1999,20.27423831
GDP_sum,Sep 1999,19.39638088
GDP_sum,Oct 1999,18.48880045
GDP_sum,Nov 1999,19.0700906
GDP_sum,Dec 1999,17.81621847
GDP_sum,Jan 2000,16.98115517
GDP_sum,Feb 2000,17.47867688
GDP_sum,Mar 2000,17.27037245
GDP_sum,Apr 2000,16.66102516
GDP_sum,May 2000,17.98733818
GDP_sum,Jun 2000,18.04784658
GDP_sum,Jul 2000,17.87659989
